name,priceReg,priceSale,ratingAvg,ratingCnt,category,keywords
Olmetex__ trench coat,,,4,4,mens,
Alpha Industries__ L-2B scout jacket,,,,,mens,
Baracuta__ G4 jacket,,,,,mens,
Baracuta__ wax overshirt,,,1,1,mens,
Baracuta__ X Engineered Garments G9 jacket,,,,,mens,
Cruiser Harrington jacket,,,5,5,mens,
Harrington jacket,,,4,40,mens,
Insulated everyday bomber jacket,,,2,7,mens,
Limited-edition Harrington jacket in Italian suede,$750.00 ,,,,mens,"Dark,Relaxed,Neutral,Stand Collar,Mid to-Heavy-Weight-Fabric,Brown,Solid,Front Zip,Minimalist,Bomber,Suede,Smooth,Long Sleeve,Casual,Above Hip"
Ludlow varsity jacket in Italian wool,,,4,4,mens,
CB Sports three-snap pouch pullover,,,4,1,mens,
Barbour__ Bedale nylon jacket,,,1,1,mens,
Barbour__ Sylkoil Ashby jacket,$395.00 ,,4,32,mens,"Dark,Neutral,Corduroy,Solid,Casual,Relaxed,Long Sleeve,At Hip,Windbreaker,Collared,Cotton,Olive,Minimalist"
Barbour__ Teddon wax jacket,,,,,mens,
Barbour__ White Label waxed smock jacket in camouflage,,,,,mens,
BEAMS PLUS X J.Crew patchwork corduroy chore jacket,,,3,1,mens,
Chore coat in rust plaid double-faced Italian wool,,,4,11,mens,
Cotton-nylon survey parka,,,4,8,mens,
Fulton insulated jacket with Polartec__,,,3,5,mens,
Highland Skye jacket with eco-friendly PrimaLoft__,,,4,14,mens,
Men's Alpha Industries__ contrast shirt-jacket,$130.00 ,,,,mens,"Neutral,Relaxed,Light to Mid Weight,Casual,Minimalist,Cotton Knit,Long Sleeve,Collared,Cotton,Cloth,At Hip,Shirt Jacket,Olive,Solid,Dark"
Patchwork utility jacket in Kinloch cloth,,,,,mens,
Snow Peak__ flexible insulated pullover,,,,,mens,
University coat with Thinsulate__,,,4,20,mens,
Wallace & Barnes canvas work jacket,,,4,13,mens,
Wallace & Barnes chore jacket in duck canvas,,,4,18,mens,
Wallace & Barnes duck canvas chore jacket in hickory stripe,$198.00 ,$139.50 ,4,2,mens,"Casual,Multi Color,Collared,Classic,Shirt Jacket,Button Front,At Hip,Long Sleeve,Patch Pocket,Relaxed,Stripes"
Wallace & Barnes lightweight utility parka,,,4,5,mens,
Garment-dyed denim jacket,,,4,2,mens,
Japanese denim trucker jacket with sherpa collar and eco-friendly PrimaLoft__,,,5,2,mens,
Trucker jacket in stretch corduroy,,,3,41,mens,
Wallace & Barnes duck canvas trucker jacket,,,5,5,mens,
Nordic full-zip sherpa fleece jacket,,,1,1,mens,
Nordic sherpa fleece shawl-collar jacket,,,4,9,mens,
Nordic sweater fleece full-zip jacket in stripe,,,4,1,mens,
Wallace & Barnes sherpa donkey jacket,,,2,2,mens,
Wallace & Barnes sherpa fleece jacket in plaid,,,3,6,mens,
Nordic Ghostnet parka with eco-friendly PrimaLoft__,,,3,4,mens,
Wallace & Barnes hooded combat jacket,,,5,1,mens,
Barbour__ Tulloch jacket,,,4,11,mens,
Ludlow insulated trench coat with eco-friendly PrimaLoft__,,,3,2,mens,
Sussex lightweight quilted jacket with eco-friendly PrimaLoft__,,,3,4,mens,
Eco Nordic puffer jacket with PrimaLoft__,,,3,5,mens,
Nordic parka with  PrimaLoft__,,,4,37,mens,
Nordic puffer vest with PrimaLoft__,$198.00 ,$118.99 ,4,6,mens,"Vest,Solid,Casual,Stand Collar,Quilted,Green,Sleeveless,Minimalist,Relaxed,Above Hip,Puffer,Bright"
Nordic sherpa fleece jacket in paisley,,,5,1,mens,
Nordic sherpa fleece jacket in tartan,,,4,2,mens,
Franconia parka with PrimaLoft__,,,4,3,mens,
Helly Hansen__ Lumines Light jacket,,,,,mens,
RAINS__ fishtail parka,,,,,mens,
Snow Peak__ BAFU cloth parka,,,,,mens,
Dock peacoat with Thinsulate__,,,4,118,mens,
RAINS__ liner vest,$140.00 ,,,,mens,"Vacation,Olive,Neutral,At Hip,Cold Weather,Casual,Front Zip,Solid,Vest,V Neck,Dark,Relaxed,Sleeveless,Zipper,Minimalist"
Snow Peak__ quilted flannel jacket,,,,,mens,
Nordic sherpa-fleece full-zip jacket in mixed plaid,,,4,6,mens,
Sherpa-lined wool-blend varsity jacket with PrimaLoft__,,,4,2,mens,
Snow Peak__ English wool-blend fleece jacket,$350.00 ,,,,mens,"Fleece Jacket,Relaxed,Brown,Wool,Casual,Light,Neutral,Stand Collar,Front Zip,Boho Chic,At Hip,Long Sleeve"
Ludlow car coat in wool blend,,,4,5,mens,
Ludlow raglan-sleeve car coat in Irish wool blend,,,3,4,mens,
Ludlow raglan-sleeve topcoat in Irish wool,$798.00 ,$448.99 ,4,8,mens,"Multi Color,Button Front,Notched Collar,Mid Length,Top Coat,Brown,Long Sleeve,Relaxed,Plaid,Classic,Business Casual"
Ludlow topcoat in Italian wool-cashmere,,,3,51,mens,
Ludlow topcoat in wool blend,$498.00 ,$238.99 ,3,21,mens,"Classic,Solid,Knee Length,Single Breasted,Notched Collar,Wool,Minimalist,Cashmere,Overcoat,Long Sleeve,Business Casual,Relaxed,Brown,Neutral,Light"
Topcoat in wool blend with eco-friendly PrimaLoft__,,,4,4,mens,
Onion-quilted vest with corduroy collar,$128.00 ,$74.50 ,5,2,mens,"Front Zip,Navy,Dark,Neutral,Minimalist,Colorblock,Patch Pocket,Relaxed,Above Hip,Collared,Casual,Solid,Sleeveless,Quilted,Vest"
Classic Relaxed-fit jean in four-year wash,,,,,mens,"Casual,Whiskering,Regular,Full,Boho Chic,Medium Blue,Denim,Straight,Cotton,Faded/Sandwash"
Classic Relaxed-fit jean in medium wash,,,,,mens,
Classic Straight-fit flannel-lined jean,,,,,mens,
Classic Straight-fit jean in black wash,,,5,2,mens,"Dark,Neutral,Business Casual,Minimalist,Regular,Solid,Full,Straight,Cotton,Black,Denim"
Classic Straight-fit jean in deep grey lake wash,,,,,mens,
Classic Straight-fit jean in one-year wash,$148.00 ,$101.99 ,1,1,mens,"Denim,Dark Blue,Stonewash,Five Pocket,Full,Boho Chic,Whiskering,Business Casual,Fly Zip,Regular,Straight,Faded/Sandwash"
250 Skinny-fit stretch jean in medium wash,,,2,2,mens,
250 Skinny-fit stretch jean in seven-year wash,,,,,mens,
250 Skinny-fit Stretch on Demand jean in coal wash,,,4,15,mens,
250 Skinny-fit Stretch on Demand jean in dark worn-in wash,,,4,17,mens,
250 Skinny-fit Stretch on Demand jean in resin rinse wash,,,3,22,mens,
Madewell Skinny-fit jean in Myrtle wash,,,4,4,mens,
Madewell slim jeans in rinse wash,,,3,3,mens,
484 Slim-fit eco stretch jean in distressed tinted medium indigo wash denim,,,4,12,mens,
484 Slim-fit jean in black rinse wash,,,4,7,mens,
484 Slim-fit jean in light wash Japanese selvedge denim,,,3,6,mens,
484 Slim-fit jean in one-year wash,,,3,15,mens,
484 Slim-fit jean in Riverton wash,,,3,26,mens,
484 Slim-fit jean in stretch broken-in Japanese denim,,,3,38,mens,
484 Slim-fit rigid jean in dark shadow wash Japanese denim,,,3,14,mens,
484 Slim-fit stretch jean in light wash,,,3,14,mens,
484 Slim-fit stretch jean in seven-year wash,,,4,2,mens,
484 Slim-fit stretch jean in Whitford wash,,,4,21,mens,
Destination 484 Slim-fit Traveler reactive-dyed denim,,,4,8,mens,
770___ Straight-fit jean in Japanese selvedge denim,,,3,11,mens,
770___ Straight-fit jean in stretch resin rinse Japanese denim,,,3,46,mens,
770___ Straight-fit jean in three-year wash,$128.00 ,$101.99 ,2,4,mens,"Casual,Faded/Sandwash,Denim,Boho Chic,Full,Dark Blue,Straight,Whiskering,Regular,Cotton"
770___ Straight-fit stretch jean in Dalton wash,,,2,12,mens,
770___ Straight-fit stretch jean in deep black,,,3,30,mens,
770___ Straight-fit stretch jean in light worn wash,,,,,mens,
770___ Straight-fit stretch jean in seven-year wash,,,,,mens,
Wallace & Barnes officer chino pant in denim,,,2,1,mens,
,,,,,,
Slim Bowery wrinkle-free stretch cotton shirt,,,3,6,mens,
Slim Ludlow wrinkle-free stretch cotton poplin shirt in check,,,,,mens,
Ludlow easy-care stretch cotton dress shirt in microcheck,,,5,1,mens,
Ludlow stretch easy-care cotton poplin dress shirt in check,,,,,mens,
Ludlow stretch easy-care cotton poplin dress shirt in end-on-end cotton,,,3,11,mens,
Ludlow stretch two-ply piqu__-bib tuxedo shirt,,,3,3,mens,
Slim-fit Ludlow Premium fine cotton dress shirt in check,,,,,mens,
Slim-fit Ludlow Premium fine cotton dress shirt in end-on-end cotton,,,4,6,mens,
Slim-fit Ludlow Premium fine cotton dress shirt with cutaway collar in stripe,,,5,2,mens,
Thomas Mason__ for J.Crew slim-fit dress shirt in stripe,,,,,mens,
,,,,,,
Darryl Brown___ DB military workshirt,$180.00 ,,,,mens,"Shirt Jacket,Relaxed,Casual,At Hip,Solid,Long Sleeve,Minimalist,Collared,Cotton,Neutral,Dark,Olive"
Heather grey crewneck undershirt,,,3,2,mens,
Double-knit henley,,,4,8,mens,
,,,,,,
Brushed chambray lounge pant,,,,,mens,
Flannel lounge pant in hat print,,,5,1,mens,
Flannel pajama pant,,,5,2,mens,
HANRO__ woolen silk leggings,$185.00 ,,,,mens,"Dark,Silk,Black,Seamless,Wool,Casual,Underpants,Mid Rise,Minimalist,Full,Solid,Elastic Waist"
Honeycomb waffle jogger pant,,,,,mens,
Jersey pajama pant in stripe,,,3,6,mens,
Lounge short in plaid,,,3,4,mens,
Nordic recycled active microfleece pant,,,3,5,mens,
Pajama pant in brushed cotton-linen,,,4,2,mens,
Pajama pant in cotton poplin print,,,5,2,mens,
Pajama pant in flannel plaid,,,5,2,mens,
Pajama pant in striped cotton poplin,,,4,5,mens,
Double-knit lounge set,,,,,mens,
Flannel pajama set in Black Watch tartan,,,5,3,mens,
Flannel pajama set,,,5,4,mens,
Pajama set in flannel plaid,,,1,2,mens,
Pajama set in garment-dyed Broken-in organic cotton oxford,,,,,mens,
Petite Plume___ men's classic flannel pajama set,$94.00 ,,,,mens,"Notched Collar,Tapered,Piping,Sleepwear,Straight Silhouette-Top,Relaxed,Mid Chest,Curved Hem,Button Down,Patch Pocket,Button Front,Long Sleeve,Minimalist"
Petite Plume___ men's seersucker pajama set,$94.00 ,,,,mens,"High Neck,Stripes,Button Down,Drawstring,Full,Button Front,Long Sleeve,Piping,Cotton Knit,Seersucker,Light,Relaxed,At Hip,Light to Mid Weight,Sleepwear,Blue,Straight,Brushed,Cotton,Classic,Multi Color,Regular"
Pajama shirt in Broken-in organic cotton oxford,,,5,1,mens,
Thermal waffle lounge short,,,4,3,mens,
Cotton poplin robe,,,3,2,mens,
Double-knit robe,,,4,5,mens,
Flannel robe,,,5,1,mens,
Petite Plume___ men's flannel robe,,,,,mens,
Petite Plume___ men's robe in mini gingham,$88.00 ,,,,mens,"Tailored,Classic,Cotton,Midi,Wrap Robe,Gingham,Indoor,Flannel,Multi Color,Long Sleeve,Piping"
Wallace & Barnes boiled merino wool jogger sweatpant,,,3,8,mens,
1040 Athletic-fit stretch chino pant,,,4,61,mens,
Single-pleat 10-wale corduroy pant,,,4,32,mens,
Wallace & Barnes military camp pant in organic cotton-hemp,,,5,5,mens,
Wallace & Barnes painter camp pant in duck canvas camo print,,,3,4,mens,
Wallace & Barnes painter camp pant in seeded cotton twill,,,,,mens,
Wallace & Barnes Slim-fit military officer's chino pant,,,4,6,mens,
Wallace & Barnes Slim-fit rigid jean in Japanese selvedge denim,,,5,10,mens,
770 Straight-fit brushed twill pant in plaid,,,3,2,mens,
Pleated stretch brushed twill pant,,,4,4,mens,
Camp pant in slub cotton,,,4,19,mens,
Camp pant,,,3,7,mens,
BEAMS PLUS six-pocket ripstop pant,,,,,mens,"Navy,Solid,Dark,Neutral"
Giant-fit chino pant in seaside canvas,$128.00 ,,,,mens,"Blue,Minimalist,Cotton Knit,Light to Mid Weight,Chino,Casual,Full,Canvas,Regular,Light,Cloth,Cotton,Straight,Solid"
Giant-fit chino pant,,,4,26,mens,
Limited-edition Relaxed-fit cargo pant,$128.00 ,,,,mens,"Beige,Light,Neutral,Boho Chic,Cloth,Cotton,Cotton Knit,Twill,Light to Mid Weight,Soft,Regular,Full,Casual,Solid,Cargo,Straight"
Norse Projects___ Christopher pleated pant in Italian cotton gabardine,,,,,mens,
Wallace & Barnes indigo-dyed canvas pant,,,4,3,mens,
484 Slim-fit jean in black stretch denim,,,5,1,mens,
Dock pant in linen,,,1,6,mens,
Tech tapered jogger pant,,,3,6,mens,
250 Skinny-fit pant in stretch chino,$89.50 ,$63.99 ,4,92,mens,"Solid,Cotton,Stretch,Beige,Straight,Full,Chino,Slim,Elastane,Business Casual,Belted,Minimalist,Light,Neutral"
484 Slim-fit pant in stretch chambray,,,3,20,mens,
Carhartt__ Work in Progress pant in dark navy,,,,,mens,
484 Slim-fit five-pocket stretch chino pant,,,3,16,mens,
484 Slim-fit pant in stretch brushed twill,,,4,38,mens,
484 Slim-fit performance pant,,,4,24,mens,
Ludlow Slim-fit unstructured suit pant in English herringbone wool-cotton,,,5,5,mens,
770 Straight stretch chino cabin pant with solid flannel lining,,,5,4,mens,
770___ Straight-fit five-pocket tech pant,,,2,2,mens,
770___ Straight-fit flannel-lined cabin pant,,,4,11,mens,
770___ Straight-fit lightweight garment-dyed stretch chino,,,3,45,mens,
770___ Straight-fit pant in Broken-in chino,,,4,40,mens,
770___ Straight-fit pant in soft chino,,,5,1,mens,
770___ Straight-fit tech pant,$98.00 ,,4,14,mens,"Straight,Work,Cotton,Olive,Minimalist,Trouser,Full,Elastane,Solid,Dark,Neutral,Regular"
Ludlow Classic-fit stretch-cotton suit pant in light grey,,,,,mens,
Relaxed Broken-in polo shirt,,,5,2,mens,
1986 long-sleeve garment-dyed piqu__ polo shirt,,,4,6,mens,
1986 piqu__ polo in garment dye,,,3,31,mens,
1986 piqu__ polo shirt in embroidered critters,,,5,3,mens,
Bowery Egyptian cotton pique polo shirt,,,3,24,mens,
Classic piqu__ polo shirt in stripe,,,,,mens,
Classic piqu__ polo shirt in thin stripe,,,1,1,mens,
Long-sleeve classic piqu__ polo shirt,,,4,9,mens,
Piqu__ fleece collared sweatshirt,$108.00 ,,4,2,mens,"Sweatshirt,Solid,Pullover,Relaxed,Ribbed,Collared,Navy,High Neck,Casual,Minimalist,Long Sleeve,At Hip,Neutral,Dark"
Stretch piqu__ polo shirt in navy stripe,,,5,8,mens,
Stretch piqu__ polo shirt in stripe,,,5,1,mens,
Garment-dyed slub cotton polo shirt,$45.00 ,,4,8,mens,"Minimalist,Slub,High Neck,Solid,Relaxed,Cotton,Polo,Collared,Business Casual,Blue,Light to Mid Weight,At Hip,Short Sleeve,Cotton Knit,Cloth,Dark"
Indigo-dyed two-tone pocket polo shirt,,,4,2,mens,
Slub cotton pocket polo shirt in tie-dye,,,4,3,mens,
Performance polo shirt with COOLMAX__ in print,$69.50 ,,,,mens,"Polo,Cotton,Stretch,Collared,Straight Silhouette-Top,Above Hip,Light,Pullover,High Neck,Casual,Relaxed,Polyester,Cotton Blend,Neutral,Short Sleeve,Light to Mid Weight,White,Boho Chic"
Hooded rugby anorak sweatshirt in colorblock,,,,,mens,
Long-sleeve polo shirt in Black Watch tartan,,,4,3,mens,
Merrimack X Sanborn X J.Crew rugby shirt,,,3,3,mens,
Rugby crewneck shirt in stripe,,,,,mens,
Rugby shirt in colorblock,,,,,mens,"Classic,Business Casual,Long Sleeve,At Hip,Neutral,Pullover,Dark,Relaxed,Collared,Colorblock,High Neck,Polo,Navy"
Rugby shirt in mixed stripe,,,,,mens,"Light to Mid Weight,Classic,Cotton,Twill,Collared,White,Long Sleeve,Jersey,Business Casual,At Hip,Neutral,Relaxed,Polo,Colorblock,Light,Pullover,Straight Silhouette-Top,Stripes,Soft,High Neck"
Rugby shirt in solid,$98.00 ,$49.50-$74.99,5,4,mens,"High Neck,Polo,Solid,Soft,Colorblock,Cotton,Straight Silhouette-Top,Classic,Light,Pullover,Jersey,Light to Mid Weight,At Hip,Twill,Collared,Yellow,Business Casual,Long Sleeve,Relaxed"
Rugby shirt in stripe,,,5,1,mens,
Rugby shirt in stripe,,,4,3,mens,
Short-sleeve rugby shirt in mixed stripe,,,,,mens,
Cashmere collared cardigan sweater,,,3,2,mens,
Cashmere collared sweater in houndstooth jacquard,,,3,5,mens,
Cashmere collared sweater-polo,$168.00 ,$129.50 ,4,26,mens,"Sweater,Above Hip,Minimalist,Business Casual,Long Sleeve,Solid,Collared,Navy,Relaxed,Classic,Cashmere,High Neck,Dark,Neutral"
Cashmere collared sweater,,,5,2,mens,
Cashmere pullover sweater in bird's eye,,,,,mens,
Cotton bird's-eye short-sleeve polo sweater,,,4,10,mens,
Linen-cotton short-sleeve tipped polo sweater,,,5,7,mens,
Merino wool rugby sweater,,,5,1,mens,
Merino wool rugby sweater,,,2,1,mens,
Organic cotton-blend boucl__ short-sleeve sweater-polo in stripe,,,,,mens,
Rugged merino rugby sweater in stripe,,,5,3,mens,
Short-sleeve cotton cardigan polo sweater in mixed stripe,,,5,1,mens,
Short-sleeve cotton cardigan polo sweater,$98.00 ,,5,3,mens,"Bright,Cotton,Collared,Overcoat,Relaxed,Green,Chic,Business Casual,At Hip,Short Sleeve"
Short-sleeve cotton johnny-collar sweater in stripe,,,,,mens,
Short-sleeve heritage cotton tipped sweater-polo,$79.50 ,$59.50 ,3,3,mens,"Button Front,Cream,Light,Neutral,Minimalist,Relaxed,Above Hip,Collared,High Neck,Business Casual,Solid,Short Sleeve,Polo,Straight Silhouette-Top"
Short-sleeve linen-cotton sweater polo,,,,,mens,
Textured cotton short-sleeve sweater-polo,,,,,mens,
Broken-in organic cotton oxford shirt,,,,,mens,
Broken-in organic cotton oxford shirt,$89.50 ,$59.50-$59.99,4,18,mens,"Light,Dropped Shoulder,At Hip,Relaxed,Solid,Yellow,Minimalist,Long Sleeve,Cotton,Collared,High Neck,Work,Oxford"
Brushed twill shirt with welt pocket,,,,,mens,
Cotton-wool challis camp-collar shirt,$98.00 ,$39.99 ,4,3,mens,"Multi Color,Casual,Edgy,Relaxed,Mid Chest,Long Sleeve,Patch Pocket,Button Down,Straight Silhouette-Top,Colorblock,Button Front,Notched Collar,Cuffed Sleeve,Floral Motif,Polka Dots,Paisley"
Indigo-dyed shirt in print,,,5,1,mens,
Organic cotton chambray shirt in one-year wash,,,,,mens,
Relaxed indigo organic chambray shirt,,,,,,
Short-sleeve indigo chambray shirt,,,,,mens,
Slim rustic twill shirt in indigo gingham,,,4,5,mens,
Stretch organic cotton chambray shirt in light wash,,,5,1,mens,
Wallace & Barnes naval workshirt in Japanese selvedge chambray,,,4,4,mens,
American Pima cotton checked oxford shirt with mechanical stretch,,,,,mens,
American Pima cotton checked oxford shirt with mechanical stretch,,,5,4,mens,
Brushed twill shirt in plaid,,,3,1,mens,
Brushed twill shirt in plaid,,,3,1,mens,
Lightweight denim Western shirt,,,3,8,mens,
Lightweight Secret Wash cotton poplin shirt in check,,,,,mens,
Midweight flannel workshirt in plaid,,,4,4,mens,
Midweight flannel workshirt in plaid,,,5,1,mens,
Nordic recycled ripstop shirt-jacket,,,,,mens,
Rustic cotton camp-collar shirt in plaid,,,5,3,mens,
Secret Wash shirt in end-on-end cotton,,,3,11,mens,
Short-sleeve cotton oxford popover,,,4,1,mens,
Short-sleeve cotton poplin shirt in Liberty__ floral print,,,4,4,mens,
Short-sleeve Indian madras popover shirt in plaid,,,4,2,mens,
Short-sleeve linen-cotton shirt in leaf print,,,5,1,mens,
Short-sleeve oxford shirt in stripe,,,,,mens,
Short-sleeve shirt in Liberty__ Emma flower print,,,2,4,mens,
Short-sleeve slub cotton shirt in garden print,,,4,2,mens,
Short-sleeve stretch Secret Wash cotton poplin shirt in daisy print,,,3,2,mens,
Stretch corduroy shirt,,,5,1,mens,
Stretch Secret Wash cotton poplin shirt in floral,,,5,1,mens,
Stretch Secret Wash cotton poplin shirt in gingham,,,,,mens,
Stretch Secret Wash cotton poplin shirt in gingham,,,4,1,mens,
Stretch Secret Wash cotton poplin shirt in navy floral,,,5,1,mens,
Stretch Secret Wash cotton poplin shirt in orchid,,,4,1,mens,
Stretch Secret Wash cotton poplin shirt in plaid,,,5,2,mens,
Stretch Secret Wash cotton poplin shirt in print,,,,,mens,
Stretch Secret Wash cotton poplin shirt in sun print,,,5,2,mens,
Stretch Secret Wash cotton poplin shirt,,,,,mens,
Stretch Secret Wash shirt in bell flowers print organic cotton,,,,,mens,
Stretch Secret Wash shirt in blue crosshatch,,,5,4,mens,
Stretch Secret Wash shirt in floral print organic cotton,,,5,1,mens,
Stretch Secret Wash shirt in gingham organic cotton,,,5,1,mens,
Stretch Secret Wash shirt in heathered glen plaid,,,,,mens,
Stretch Secret Wash shirt in light blue plaid,,,4,1,mens,
Stretch Secret Wash shirt in navy floral,,,3,4,mens,
Stretch Secret Wash shirt in organic cotton circle print,,,4,1,mens,
Stretch Secret Wash shirt in organic cotton giant gingham,,,1,1,mens,
Stretch Secret Wash shirt in organic cotton heathered plaid,,,3,2,mens,
Stretch Secret Wash shirt in pink-and-blue plaid,,,,,mens,
Stretch short-sleeve American Pima cotton oxford shirt with embroidered pineapples,,,4,2,mens,
Wallace & Barnes camp-collar shirt in dobby scribble print,,,5,1,mens,
Wallace & Barnes heavyweight flannel shirt in vista plaid,,,4,4,mens,
Wallace & Barnes short-sleeve camp-collar shirt in cheetah print,,,4,2,mens,
Western shirt in cream stretch chambray,,,4,1,mens,
Cotton-blend shirt,,,5,3,mens,
Gitman Vintage__ long-sleeve flannel camp shirt,,,,,mens,
Gitman Vintage__ new shape oxford,,,,,mens,
Gitman Vintage__ X J.Crew short-sleeve cotton-linen shirt in stripe,,,,,mens,
Gitman Vintage___ X J.Crew new shape oxford in stripe,,,3,3,mens,
Half-zip popover in yarn-dyed cotton canvas,$138.00 ,$99.99 ,5,1,mens,"Pullover,Multi Color,Classic,Pockets,Relaxed,At Hip,Collared,High Neck,Business Casual,Plaid,Long Sleeve,Cuffed Sleeve,Polo"
Garment-dyed Harbor shirt,,,3,55,mens,
Harbor knit camp-collar shirt,,,,,mens,
Indigo-dyed Harbor shirt in colorblock,,,,,mens,
Short-sleeve camp-collar garment-dyed Harbor shirt,,,4,17,mens,
Baird McNutt Irish linen shirt in spring tartan,,,,,mens,
Baird McNutt Irish linen shirt,$98.00 ,,4,9,mens,"Cuffed Sleeve,Button Front,Collared,Patch Pocket,Linen,Long Sleeve,Minimalist,Business Casual,High Neck,Light,Button Down,Gingham,Straight Silhouette-Top,Multi Color,Relaxed"
Baird McNutt Irish linen shirt,,,4,21,mens,
Short-sleeve Albini Italian linen shirt in tropical palm print,,,5,3,mens,
Short-sleeve Baird McNutt Irish linen shirt,$89.50 ,$59.50 ,3,7,mens,"Minimalist,Straight Silhouette-Top,Light,At Hip,Short Sleeve,Button Down,Business Casual,Linen,Button Front,Relaxed,Stripes,High Neck,Multi Color,Collared,Patch Pocket"
Short-sleeve linen shirt in print,$89.50 ,$59.50 ,5,2,mens,"Short Sleeve,Floral,Multi Color,Collared,Thermal,Relaxed,Boho Chic,Business Casual,Linen,Light,Straight Silhouette-Top,Button Down,At Hip,High Neck,Button Front"
Indian madras shirt in patchwork plaid,,,5,3,mens,
Short-sleeve Indian madras popover,,,4,2,mens,
Midweight flannel workshirt,,,3,7,mens,
Corduroy-collar shirt in brushed Portuguese cotton from Somelos,,,,,mens,
Heavyweight oxford shirt in Portuguese cotton,$168.00 ,$124.99 ,3,7,mens,"Light,Neutral,Cotton,Collared,Work,White,Oxford,Light to Mid Weight,Long Sleeve,Patch Pocket,Cotton Knit,Minimalist,Relaxed,High Neck,Straight Silhouette-Top,Solid,Cuffed Sleeve,Button Front"
Lightweight flannel shirt in brushed Portuguese cotton from Somelos,,,4,4,mens,
Relaxed Broken-in organic cotton oxford shirt,,,3,7,mens,"Bright,High Neck,At Hip,Dropped Shoulder,Button Down,Minimalist,Patch Pocket,Long Sleeve,Cotton,Collared,Work,Oxford,Solid,Turquoise,Relaxed"
Relaxed short-sleeve organic cotton seersucker shirt,,,,,mens,
Relaxed traditional-weight oxford shirt,$89.50 ,$59.99 ,4,16,mens,"Button Front,White,Light,Neutral,Classic,Patch Pocket,Relaxed,Collared,High Neck,Business Casual,Stripes,Long Sleeve,Cuffed Sleeve,Button Down"
Secret Wash cotton poplin shirt in pattern,$89.50 ,$59.99 ,3,2,mens,"Button Down,Cuffed Sleeve,Button Front,Multi Color,Relaxed,Stripes,Straight Silhouette-Top,Collared,High Neck,Chic,Long Sleeve,Business Casual"
Secret Wash cotton poplin shirt,,,3,28,mens,"Oxford,Light,Long Sleeve,Collared,Multi Color,High Neck,Stripes,Work,Relaxed,Minimalist"
Secret Wash organic cotton poplin shirt,,,3,10,mens,
Short-sleeve Secret Wash cotton poplin shirt,,,4,5,mens,
Slub poplin cotton shirt in stripe,,,3,4,mens,
Stretch Secret Wash organic cotton poplin shirt in plaid,,,4,8,mens,
Stretch Secret Wash shirt in springfield floral,,,4,2,mens,
Stretch Secret Wash shirt in white poplin,,,4,5,mens,
Knit seersucker camp-collar shirt,,,5,3,mens,
Organic cotton seersucker shirt in stripe,,,,,mens,
Seersucker shirt,,,,,mens,
Short-sleeve seersucker shirt in stripe,,,4,5,mens,
Slim seersucker striped shirt,,,4,12,mens,
Garment-dyed selvedge twill shirt,,,,,mens,
,,,,,,
Wallace & Barnes lined brushed wool shirt-jacket in plaid,,,3,4,mens,
Wallace & Barnes slub poplin military shirt,$118.00 ,$79.50 ,,,mens,"Light,Pockets,Curved Hem,At Hip,Button Down,Neutral,Cuffed Sleeve,Collared,Beige,Relaxed,Minimalist,Business Casual,Long Sleeve,Solid,Button Front,High Neck"
Wallace & Barnes zip-front twill workshirt,,,4,8,mens,
BEAMS PLUS adventure shirt in ripstop,$255.00 ,,,,mens,"Light,Solid,Button Front,High Neck,Relaxed,Short Sleeve,Button Down,Curved Hem,Collared,Green,Business Casual,Pockets,Above Hip,Minimalist"
Carhartt__ Work in Progress Bayou shirt in print,$145.00 ,,,,mens,"Button Front,Casual,Mid Chest,Relaxed,Notched Collar,Button Down,At Hip,Short Sleeve,Multi Color,Graphic"
Cotton-viscose camp-collar shirt in print,$89.50 ,,4,2,mens,"Cotton,Patch Pocket,Graphics,Button Front,Relaxed,Viscose,High Neck,Casual,Button Down,Short Sleeve,Notched Collar,At Hip,Light to Mid Weight,Rayon,Straight Silhouette-Top,Floral,Multi Color,Graphic"
Short-sleeve cotton poplin shirt in Liberty__ Plum Poppy print,,,2,1,mens,
Short-sleeve garment-dyed guayabera shirt,,,5,2,mens,
Short-sleeve linen camp-collar shirt in floral print,,,5,2,mens,
Short-sleeve point-collar shirt in Liberty__ print,$118.00 ,,,,mens,"Boho Chic,Cloth,Relaxed,Multi Color,Button Down,Short Sleeve,Light to Mid Weight,Casual,High Neck,Above Hip,Floral,Collared,Cotton Knit,Cotton"
Short-sleeve slub cotton camp-collar shirt in print,$89.50 ,$49.50 ,4,11,mens,"Yarn,Dropped Shoulder,Short Sleeve,Notched Collar,At Hip,Paisley,High Neck,Multi Color,Classic,Cotton,Business Casual,Relaxed,Button Down"
Short-sleeve slub cotton camp-collar shirt in stripe,$79.50 ,,,,mens,"Woven Blend,Emerald,Slub,Stripes,Mid Chest,Relaxed,Classic,Cotton,Jewel,Business Casual,Woven,Dark,Button Front,Button Down,Short Sleeve,At Hip,Light to Mid Weight"
Short-sleeve stretch Secret Wash organic cotton poplin shirt in print,,,5,2,mens,
Terry cloth four-pocket camp-collar shirt,,,5,1,mens,
Slim Indian madras shirt in plaid,,,4,11,mens,
Slim stretch Secret Wash shirt in tattersall,,,2,3,mens,
Stretch Secret Wash short-sleeve shirt in heathered gingham,,,3,2,mens,
